nutrient_id,product_id,weight
1,254,
2,254,380.0
3,254,437.0
4,254,494.0
5,254,494.0
6,254,350.0
7,254,0.0
8,254,4257.0
9,254,450.0
10,254,5.0
11,254,22.0
12,254,76.0
13,254,0.0
14,254,13700.0
15,254,1795.0
16,254,219.0
17,254,402.0
18,254,3768.0
19,254,0.0
20,254,2840.0
21,254,2160.0
22,254,459.0
23,254,1.7
24,254,241.0
25,254,17.0
26,254,0.0
27,254,
28,254,816.0
29,254,253.0
30,254,
31,254,
32,254,55.0
33,254,2125.0
34,254,400.0
35,254,172.0
36,254,252.0
37,254,315.0
38,254,2.0
39,254,4412.0
40,254,3815.0
41,254,62.0
42,254,62.0
43,254,926.0
44,254,0.0
45,254,330.0
46,254,5610.0
47,254,5.0
48,254,988.0
49,254,1368.0
50,254,661.0
51,254,529.0
52,254,
53,254,586.0
54,254,3.14
55,254,287.0
56,254,321.0
57,254,115.0
58,254,66080.0
59,254,552.0
60,254,0.0
61,254,198.0
62,254,5.51
63,254,45.0
64,254,0.0
65,254,2500.0
66,254,287.0
67,254,0.0
68,254,390.0
69,254,0.0
70,254,11410.0
