nutrient_id,product_id,weight
1,176,
2,176,344.0
3,176,331.0
4,176,402.0
5,176,345.0
6,176,256.0
7,176,0.0
8,176,3965.0
9,176,526.0
10,176,5.2
11,176,15.0
12,176,102.0
13,176,0.0
14,176,41391.0
15,176,1842.0
16,176,157.0
17,176,333.0
18,176,1974.0
19,176,0.0
20,176,2475.0
21,176,1812.0
22,176,289.0
23,176,2.1
24,176,231.0
25,176,23.0
26,176,0.0
27,176,
28,176,600.0
29,176,205.0
30,176,
31,176,
32,176,81.0
33,176,1619.0
34,176,285.0
35,176,123.0
36,176,297.0
37,176,240.0
38,176,513.0
39,176,3070.0
40,176,4949.0
41,176,35.0
42,176,35.0
43,176,845.0
44,176,0.0
45,176,207.0
46,176,6248.0
47,176,1305.0
48,176,880.0
49,176,815.0
50,176,1113.0
51,176,509.0
52,176,
53,176,396.0
54,176,3.67
55,176,234.0
56,176,234.0
57,176,74.0
58,176,40914.0
59,176,343.0
60,176,8.0
61,176,217.0
62,176,3.41
63,176,809.0
64,176,0.0
65,176,2001.0
66,176,135.0
67,176,0.0
68,176,959.0
69,176,30.0
70,176,7333.0
