nutrient_id,product_id,weight
1,379,
2,379,432.0
3,379,422.0
4,379,722.0
5,379,450.0
6,379,300.0
7,379,0.0
8,379,3167.0
9,379,1100.0
10,379,4.0
11,379,70.0
12,379,130.0
13,379,0.0
14,379,13900.0
15,379,5136.0
16,379,206.0
17,379,479.0
18,379,2448.0
19,379,0.0
20,379,3000.0
21,379,1400.0
22,379,356.0
23,379,4.1
24,379,377.0
25,379,21.0
26,379,0.0
27,379,
28,379,600.0
29,379,338.0
30,379,
31,379,
32,379,55.0
33,379,3200.0
34,379,360.0
35,379,132.0
36,379,151.0
37,379,196.0
38,379,2.0
39,379,3722.0
40,379,4934.0
41,379,87.0
42,379,87.0
43,379,574.0
44,379,0.0
45,379,350.0
46,379,10070.0
47,379,5.0
48,379,661.0
49,379,975.0
50,379,5878.0
51,379,882.0
52,379,
53,379,412.0
54,379,3.37
55,379,215.0
56,379,338.0
57,379,94.0
58,379,64070.0
59,379,403.0
60,379,0.0
61,379,198.0
62,379,5.34
63,379,40.0
64,379,0.0
65,379,3260.0
66,379,168.0
67,379,0.0
68,379,650.0
69,379,0.0
70,379,9190.0
