nutrient_id,product_id,weight
1,573,
2,573,
3,573,
4,573,
5,573,
6,573,30.0
7,573,
8,573,1400.0
9,573,
10,573,
11,573,
12,573,150.0
13,573,600.0
14,573,83500.0
15,573,
16,573,
17,573,
18,573,
19,573,
20,573,100.0
21,573,6000.0
22,573,
23,573,
24,573,147.0
25,573,124.0
26,573,
27,573,
28,573,
29,573,
30,573,
31,573,
32,573,14.0
33,573,
34,573,
35,573,
36,573,
37,573,3800.0
38,573,50.0
39,573,
40,573,
41,573,
42,573,
43,573,
44,573,1300.0
45,573,
46,573,0.0
47,573,
48,573,
49,573,
50,573,3500.0
51,573,
52,573,
53,573,
54,573,
55,573,
56,573,
57,573,
58,573,3500.0
59,573,
60,573,
61,573,92.0
62,573,
63,573,
64,573,17.0
65,573,
66,573,
67,573,
68,573,200.0
69,573,33.0
70,573,5000.0
