nutrient_id,product_id,weight
1,286,
2,286,87.0
3,286,493.0
4,286,302.0
5,286,251.0
6,286,205.0
7,286,0.0
8,286,2297.0
9,286,495.0
10,286,5.0
11,286,88.0
12,286,87.0
13,286,14110.0
14,286,81235.0
15,286,1001.0
16,286,106.0
17,286,90.0
18,286,536.0
19,286,0.0
20,286,966.0
21,286,330.0
22,286,261.0
23,286,3.7
24,286,304.0
25,286,24.0
26,286,0.0
27,286,
28,286,319.0
29,286,295.0
30,286,
31,286,
32,286,24.0
33,286,224.0
34,286,151.0
35,286,48.0
36,286,24.0
37,286,65.0
38,286,12.0
39,286,2461.0
40,286,2940.0
41,286,27.0
42,286,27.0
43,286,156.0
44,286,270.0
45,286,164.0
46,286,4030.0
47,286,31.0
48,286,183.0
49,286,77.0
50,286,3759.0
51,286,2939.0
52,286,
53,286,141.0
54,286,2.82
55,286,164.0
56,286,218.0
57,286,49.0
58,286,9550.0
59,286,193.0
60,286,26.0
61,286,77.0
62,286,0.79
63,286,49.0
64,286,0.0
65,286,609.0
66,286,64.0
67,286,0.0
68,286,252.0
69,286,854.0
70,286,3695.0
