nutrient_id,product_id,weight
1,544,
2,544,
3,544,
4,544,
5,544,
6,544,300.0
7,544,
8,544,7500.0
9,544,
10,544,
11,544,
12,544,1800.0
13,544,4000.0
14,544,4000.0
15,544,
16,544,
17,544,
18,544,
19,544,
20,544,1000.0
21,544,1000.0
22,544,
23,544,
24,544,1224.0
25,544,1155.0
26,544,
27,544,
28,544,
29,544,
30,544,
31,544,
32,544,160.0
33,544,
34,544,
35,544,
36,544,
37,544,600.0
38,544,442.0
39,544,
40,544,
41,544,
42,544,
43,544,
44,544,1200.0
45,544,
46,544,0.0
47,544,
48,544,
49,544,
50,544,52600.0
51,544,
52,544,
53,544,
54,544,
55,544,
56,544,
57,544,
58,544,52600.0
59,544,
60,544,
61,544,920.0
62,544,
63,544,
64,544,3.0
65,544,
66,544,
67,544,
68,544,0.0
69,544,0.0
70,544,33200.0
