nutrient_id,product_id,weight
1,143,
2,143,149.0
3,143,187.0
4,143,261.0
5,143,172.0
6,143,39.0
7,143,0.1
8,143,851.0
9,143,154.0
10,143,0.8
11,143,9.0
12,143,39.0
13,143,5195.0
14,143,85009.0
15,143,525.0
16,143,88.0
17,143,129.0
18,143,483.0
19,143,0.0
20,143,472.0
21,143,6201.0
22,143,119.0
23,143,1.9
24,143,115.0
25,143,37.0
26,143,0.0
27,143,
28,143,185.0
29,143,198.0
30,143,
31,143,
32,143,9.0
33,143,146.0
34,143,94.0
35,143,60.0
36,143,2703.0
37,143,2421.0
38,143,239.0
39,143,1378.0
40,143,912.0
41,143,104.0
42,143,107.0
43,143,562.0
44,143,498.0
45,143,112.0
46,143,1414.0
47,143,608.0
48,143,669.0
49,143,246.0
50,143,2017.0
51,143,386.0
52,143,
53,143,132.0
54,143,0.28
55,143,83.0
56,143,121.0
57,143,31.0
58,143,2305.0
59,143,100.0
60,143,15.0
61,143,35.0
62,143,0.19
63,143,679.0
64,143,10.0
65,143,368.0
66,143,34.0
67,143,3.0
68,143,183.0
69,143,3.0
70,143,2778.0
